descripcion,decision,equipo,estadio,arbitro
Minuto 62: Erling Haaland protagoniza una jugada polémica en Bombonera entre River Plate.,Offside,Liverpool,Anfield,Wilton Sampaio
Minuto 72: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Independiente.,Roja,Manchester United,Etihad,Darío Herrera
Minuto 74: Enzo Pérez protagoniza una jugada polémica en Bombonera entre River Plate.,Gol anulado,River Plate,Monumental,Facundo Tello
Minuto 3: Alan Velasco protagoniza una jugada polémica en Etihad entre Manchester City.,Amarilla,River Plate,Monumental,Wilton Sampaio
Minuto 20: Edinson Cavani protagoniza una jugada polémica en Monumental entre Manchester City.,Penal,Boca Juniors,Old Trafford,Facundo Tello
Minuto 82: Alan Velasco protagoniza una jugada polémica en Monumental entre Manchester United.,Penal,Independiente,Etihad,Anthony Taylor
Minuto 89: Julián Álvarez protagoniza una jugada polémica en Anfield entre Independiente.,Roja,Boca Juniors,Old Trafford,Fernando Rapallini
Minuto 56: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Liverpool.,Roja,River Plate,Old Trafford,Fernando Rapallini
Minuto 76: Edinson Cavani protagoniza una jugada polémica en Monumental entre River Plate.,Roja,Manchester United,Old Trafford,Facundo Tello
Minuto 88: Bruno Fernandes protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Roja,Boca Juniors,Bombonera,Darío Herrera
Minuto 37: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Liverpool.,Roja,Manchester City,Monumental,Facundo Tello
Minuto 40: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Penal,Boca Juniors,Old Trafford,Facundo Tello
Minuto 40: Enzo Pérez protagoniza una jugada polémica en Etihad entre Manchester City.,Gol válido,Independiente,Old Trafford,Michael Oliver
Minuto 59: Enzo Pérez protagoniza una jugada polémica en Monumental entre Manchester City.,Penal,Manchester City,Monumental,Anthony Taylor
Minuto 42: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Independiente.,No penal,Manchester City,Old Trafford,Anthony Taylor
Minuto 58: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,Gol anulado,Manchester United,Etihad,Darío Herrera
Minuto 39: Edinson Cavani protagoniza una jugada polémica en Anfield entre Boca Juniors.,Amarilla,Manchester City,Etihad,Michael Oliver
Minuto 39: Edinson Cavani protagoniza una jugada polémica en Etihad entre Independiente.,Penal,River Plate,Monumental,Fernando Rapallini
Minuto 60: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Independiente.,Penal,Independiente,Bombonera,Fernando Rapallini
Minuto 63: Bruno Fernandes protagoniza una jugada polémica en Anfield entre Independiente.,Roja,Manchester City,Libertadores de América,Michael Oliver
Minuto 20: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Liverpool.,Penal,River Plate,Anfield,Darío Herrera
Minuto 17: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre River Plate.,Amarilla,Boca Juniors,Old Trafford,Facundo Tello
Minuto 50: Alan Velasco protagoniza una jugada polémica en Etihad entre Liverpool.,No penal,Manchester United,Old Trafford,Michael Oliver
Minuto 76: Erling Haaland protagoniza una jugada polémica en Old Trafford entre River Plate.,Amarilla,Manchester United,Old Trafford,Facundo Tello
Minuto 87: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Independiente.,Gol anulado,Manchester City,Anfield,Fernando Rapallini
Minuto 13: Julián Álvarez protagoniza una jugada polémica en Etihad entre Manchester City.,Penal,Liverpool,Bombonera,Darío Herrera
Minuto 84: Alan Velasco protagoniza una jugada polémica en Old Trafford entre Manchester United.,Penal,River Plate,Libertadores de América,Michael Oliver
Minuto 56: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Manchester City.,Offside,Manchester City,Old Trafford,Michael Oliver
Minuto 6: Enzo Pérez protagoniza una jugada polémica en Monumental entre Manchester City.,Penal,Manchester United,Monumental,Facundo Tello
Minuto 38: Edinson Cavani protagoniza una jugada polémica en Etihad entre Manchester United.,Gol válido,River Plate,Anfield,Facundo Tello
Minuto 15: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Liverpool.,Amarilla,River Plate,Monumental,Anthony Taylor
Minuto 53: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,No penal,Manchester United,Etihad,Michael Oliver
Minuto 53: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Manchester United.,No penal,Independiente,Monumental,Darío Herrera
Minuto 78: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Liverpool.,No penal,Liverpool,Monumental,Darío Herrera
Minuto 48: Julián Álvarez protagoniza una jugada polémica en Anfield entre Independiente.,Amarilla,Manchester City,Etihad,Facundo Tello
Minuto 88: Enzo Pérez protagoniza una jugada polémica en Etihad entre River Plate.,Roja,Boca Juniors,Libertadores de América,Facundo Tello
Minuto 38: Enzo Pérez protagoniza una jugada polémica en Etihad entre River Plate.,Gol válido,Liverpool,Libertadores de América,Fernando Rapallini
Minuto 8: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Gol válido,River Plate,Anfield,Fernando Rapallini
Minuto 46: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Liverpool.,No penal,River Plate,Bombonera,Facundo Tello
Minuto 2: Julián Álvarez protagoniza una jugada polémica en Monumental entre River Plate.,Roja,Independiente,Monumental,Anthony Taylor
Minuto 26: Alan Velasco protagoniza una jugada polémica en Bombonera entre Independiente.,Offside,Boca Juniors,Libertadores de América,Facundo Tello
Minuto 15: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Liverpool.,Gol válido,Manchester United,Etihad,Wilton Sampaio
Minuto 6: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre River Plate.,Offside,River Plate,Bombonera,Michael Oliver
Minuto 8: Edinson Cavani protagoniza una jugada polémica en Anfield entre Independiente.,No penal,Independiente,Old Trafford,Wilton Sampaio
Minuto 84: Bruno Fernandes protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Amarilla,Boca Juniors,Old Trafford,Fernando Rapallini
Minuto 60: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Gol anulado,Independiente,Anfield,Michael Oliver
Minuto 13: Julián Álvarez protagoniza una jugada polémica en Etihad entre Manchester United.,Gol anulado,Manchester United,Libertadores de América,Michael Oliver
Minuto 45: Erling Haaland protagoniza una jugada polémica en Etihad entre Manchester United.,No penal,Boca Juniors,Libertadores de América,Facundo Tello
Minuto 83: Alan Velasco protagoniza una jugada polémica en Etihad entre River Plate.,Penal,Manchester United,Anfield,Facundo Tello
Minuto 35: Erling Haaland protagoniza una jugada polémica en Etihad entre Independiente.,Offside,River Plate,Anfield,Fernando Rapallini
Minuto 85: Edinson Cavani protagoniza una jugada polémica en Etihad entre Liverpool.,Roja,Liverpool,Anfield,Michael Oliver
Minuto 20: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre River Plate.,Penal,River Plate,Anfield,Facundo Tello
Minuto 66: Edinson Cavani protagoniza una jugada polémica en Anfield entre Independiente.,Offside,Boca Juniors,Old Trafford,Wilton Sampaio
Minuto 58: Alan Velasco protagoniza una jugada polémica en Etihad entre Liverpool.,Penal,Manchester City,Bombonera,Anthony Taylor
Minuto 15: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,No penal,Independiente,Bombonera,Michael Oliver
Minuto 14: Alan Velasco protagoniza una jugada polémica en Bombonera entre Manchester City.,Roja,Independiente,Etihad,Fernando Rapallini
Minuto 62: Alan Velasco protagoniza una jugada polémica en Anfield entre Manchester City.,Offside,Independiente,Monumental,Michael Oliver
Minuto 2: Alan Velasco protagoniza una jugada polémica en Monumental entre Manchester United.,Gol válido,River Plate,Anfield,Facundo Tello
Minuto 35: Erling Haaland protagoniza una jugada polémica en Etihad entre River Plate.,No penal,Liverpool,Etihad,Wilton Sampaio
Minuto 10: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Independiente.,Gol anulado,Manchester City,Bombonera,Michael Oliver
Minuto 1: Erling Haaland protagoniza una jugada polémica en Anfield entre Manchester United.,No penal,River Plate,Monumental,Darío Herrera
Minuto 84: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Manchester United.,Roja,Manchester City,Anfield,Anthony Taylor
Minuto 49: Julián Álvarez protagoniza una jugada polémica en Anfield entre Liverpool.,Offside,Independiente,Anfield,Wilton Sampaio
Minuto 61: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Independiente.,Gol anulado,River Plate,Etihad,Michael Oliver
Minuto 26: Erling Haaland protagoniza una jugada polémica en Monumental entre Manchester United.,Amarilla,Manchester City,Etihad,Wilton Sampaio
Minuto 69: Julián Álvarez protagoniza una jugada polémica en Monumental entre Manchester United.,Amarilla,Liverpool,Bombonera,Michael Oliver
Minuto 53: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Manchester United.,Amarilla,Boca Juniors,Monumental,Facundo Tello
Minuto 29: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,Offside,Liverpool,Libertadores de América,Michael Oliver
Minuto 23: Alan Velasco protagoniza una jugada polémica en Etihad entre Liverpool.,Gol anulado,Boca Juniors,Anfield,Facundo Tello
Minuto 85: Julián Álvarez protagoniza una jugada polémica en Etihad entre Independiente.,Roja,Independiente,Bombonera,Fernando Rapallini
Minuto 55: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,Amarilla,Boca Juniors,Bombonera,Fernando Rapallini
Minuto 26: Julián Álvarez protagoniza una jugada polémica en Anfield entre Manchester United.,Gol válido,Independiente,Anfield,Fernando Rapallini
Minuto 1: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Roja,River Plate,Bombonera,Darío Herrera
Minuto 66: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre River Plate.,Gol válido,River Plate,Monumental,Anthony Taylor
Minuto 73: Erling Haaland protagoniza una jugada polémica en Etihad entre River Plate.,Penal,Liverpool,Bombonera,Anthony Taylor
Minuto 4: Alan Velasco protagoniza una jugada polémica en Old Trafford entre Independiente.,Gol anulado,Boca Juniors,Etihad,Fernando Rapallini
Minuto 23: Enzo Pérez protagoniza una jugada polémica en Etihad entre Manchester United.,Gol válido,Independiente,Libertadores de América,Fernando Rapallini
Minuto 85: Julián Álvarez protagoniza una jugada polémica en Anfield entre Boca Juniors.,Offside,Manchester City,Old Trafford,Michael Oliver
Minuto 89: Julián Álvarez protagoniza una jugada polémica en Monumental entre River Plate.,Penal,Liverpool,Libertadores de América,Facundo Tello
Minuto 11: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Independiente.,Gol anulado,Boca Juniors,Libertadores de América,Fernando Rapallini
Minuto 3: Erling Haaland protagoniza una jugada polémica en Bombonera entre Boca Juniors.,Amarilla,Liverpool,Etihad,Anthony Taylor
Minuto 26: Julián Álvarez protagoniza una jugada polémica en Anfield entre Manchester City.,Gol anulado,Manchester City,Anfield,Michael Oliver
Minuto 15: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Independiente.,Gol anulado,Liverpool,Old Trafford,Wilton Sampaio
Minuto 21: Enzo Pérez protagoniza una jugada polémica en Etihad entre Liverpool.,Offside,River Plate,Anfield,Wilton Sampaio
Minuto 51: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Manchester City.,Amarilla,Manchester United,Bombonera,Darío Herrera
Minuto 68: Erling Haaland protagoniza una jugada polémica en Anfield entre Independiente.,Penal,Manchester City,Anfield,Wilton Sampaio
Minuto 8: Edinson Cavani protagoniza una jugada polémica en Anfield entre Independiente.,Gol anulado,Boca Juniors,Monumental,Anthony Taylor
Minuto 4: Edinson Cavani protagoniza una jugada polémica en Monumental entre Independiente.,Penal,Liverpool,Bombonera,Anthony Taylor
Minuto 31: Julián Álvarez protagoniza una jugada polémica en Bombonera entre Manchester City.,Gol anulado,Liverpool,Anfield,Michael Oliver
Minuto 7: Alan Velasco protagoniza una jugada polémica en Monumental entre Liverpool.,Roja,Boca Juniors,Old Trafford,Anthony Taylor
Minuto 22: Alan Velasco protagoniza una jugada polémica en Etihad entre Independiente.,No penal,River Plate,Bombonera,Fernando Rapallini
Minuto 15: Edinson Cavani protagoniza una jugada polémica en Bombonera entre River Plate.,Roja,Boca Juniors,Monumental,Facundo Tello
Minuto 37: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Manchester United.,No penal,Liverpool,Bombonera,Fernando Rapallini
Minuto 18: Enzo Pérez protagoniza una jugada polémica en Anfield entre Boca Juniors.,Gol válido,Boca Juniors,Etihad,Fernando Rapallini
Minuto 33: Erling Haaland protagoniza una jugada polémica en Monumental entre Independiente.,Roja,Manchester United,Anfield,Wilton Sampaio
Minuto 10: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Roja,River Plate,Libertadores de América,Fernando Rapallini
Minuto 2: Enzo Pérez protagoniza una jugada polémica en Etihad entre Boca Juniors.,Penal,Boca Juniors,Libertadores de América,Anthony Taylor
Minuto 39: Julián Álvarez protagoniza una jugada polémica en Monumental entre Manchester United.,Offside,Liverpool,Libertadores de América,Wilton Sampaio
Minuto 68: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Offside,Manchester City,Libertadores de América,Michael Oliver
Minuto 36: Enzo Pérez protagoniza una jugada polémica en Monumental entre River Plate.,Penal,Independiente,Monumental,Michael Oliver
Minuto 13: Julián Álvarez protagoniza una jugada polémica en Anfield entre Boca Juniors.,No penal,Manchester City,Anfield,Wilton Sampaio
Minuto 32: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Penal,Independiente,Anfield,Anthony Taylor
Minuto 58: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Independiente.,Gol anulado,Liverpool,Bombonera,Darío Herrera
Minuto 81: Enzo Pérez protagoniza una jugada polémica en Bombonera entre Independiente.,No penal,Independiente,Anfield,Facundo Tello
Minuto 36: Erling Haaland protagoniza una jugada polémica en Etihad entre Manchester City.,Offside,River Plate,Bombonera,Darío Herrera
Minuto 30: Julián Álvarez protagoniza una jugada polémica en Anfield entre River Plate.,No penal,Liverpool,Old Trafford,Darío Herrera
